node_number	id	paper_section	derivation_rank	derivation_order	section	branch	label	status	publication	definition	basis_state	basis_source_file_ids	basis_source_paths	basis_node_refs	evidence_state	evidence_refs	legacy_basis_raw	obligation_class	node_role	proof_owner	proof_granularity	documentation_tier	documentation_tier_rule	main_paper_depth	supplement_depth	required_documentation_sections	python_anchor_status	lean_anchor_status	countercheck_requirement	countercheck_status	documentation_v2_state	open_provenance_role	open_provenance_status	specialization_path	section_path	section_root_title	section_group_title	introduction_reason	canonical_node_label	stable_node_directory_name	main_section_directory	supplement_section_directory	main_section_artifact	supplement_section_artifact	main_documentation_state	supplement_documentation_state
081	C043	4.4.1	53	81	SEC-04	finite_closure	Refinement/cocycle/live reconstruction	CORE_REQUIRES_PROOF	MAIN_THEOREM	Assemble the admitted exact refinement, cocycle, future-invariance and live-directed reconstruction results after the projective/nested channel structure is fixed.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C042;C046;C047;P023;P024;P025	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Immutable record, live state and backreaction | Nested cuts, refinement and cocycle | Open-quantum-process specialization	DOWNSTREAM_CONSTRUCTION | DOWNSTREAM_COHERENCE_PROGRAM | LATER_QUANTUM_SPECIALIZATION_NOT_UNIVERSAL_CLAIM	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-QM-02	4.4.1	Projective refinement and nested open channels	Refinement, cocycle and live reconstruction	Introduced after C042, C046, C047; registered hard handoff(s): refinement_reconstruction, supplies_forward_channel_structure, supplies_nested_channel_refinement.	081 · C043	081_C043__refinement_cocycle_live_reconstruction	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/DOCUMENTATION.md	PLANNED	PLANNED
082	P023	4.4.1.1	54	82	SEC-04	finite_closure	Refinement cocycle law	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	ARCHITECTURAL_PROOF_DECOMPOSITION			C042;C046;C047;P021;P022	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C043	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				4.4.1.1	Projective refinement and nested open channels	Refinement, cocycle and live reconstruction	Introduced after C042, C046, C047, P021, P022; registered hard handoff(s): supports_p023, supports_p023, supports_p023, supports_p023, supports_p023.	082 · P023	082_P023__refinement_cocycle_law	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law/DOCUMENTATION.md	PLANNED	PLANNED
083	P024	4.4.1.2	55	83	SEC-04	finite_closure	Future invariance of retained finite blocks	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove exact invariance of previously formed blocks under later admissible births/refinements on the declared common carrier.	ARCHITECTURAL_PROOF_DECOMPOSITION			C046;C047;P023	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C043	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				4.4.1.2	Projective refinement and nested open channels	Refinement, cocycle and live reconstruction	Introduced after C046, C047, P023; registered hard handoff(s): supports_p024, supports_p024, supports_p024.	083 · P024	083_P024__future_invariance_of_retained_finite_blocks	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks/DOCUMENTATION.md	PLANNED	PLANNED
084	P025	4.4.1.3	56	84	SEC-04	finite_closure	Live-directed reconstruction from record and cocycle data	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	ARCHITECTURAL_PROOF_DECOMPOSITION			C016;C017;C046;C047;P023;P024	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C043	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				4.4.1.3	Projective refinement and nested open channels	Refinement, cocycle and live reconstruction	Introduced after C016, C017, C046, C047, P023, P024; registered hard handoff(s): supports_p025, supports_p025, supports_p025, supports_p025, supports_p025, supports_p025.	084 · P025	084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data/DOCUMENTATION.md	PLANNED	PLANNED
085	O049	4.5.1	56	85	SEC-04	obstruction	Projection/completion naturality obstruction	MATHEMATICAL_OBSTRUCTION_PROOF_REQUIRED	MAIN_BOUNDARY	The tested projection/completion identification fails the required naturality gate; retain only the exact obstruction boundary pending current proof/evidence.	MATHEMATICAL_OBSTRUCTION			C043	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			MATHEMATICAL_OBSTRUCTION_PROOF	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				4.5.1	Projective refinement and nested open channels	Projection-completion obstruction boundary	Introduced after C043; registered hard handoff(s): exposes_projection_completion_naturality_boundary.	085 · O049	085_O049__projection_completion_naturality_obstruction	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction/DOCUMENTATION.md	PLANNED	PLANNED
086	C050	5.1.1	58	86	SEC-05	raw_completion	Finite-support raw presymplectic carrier (V_fin,σ_raw)	CORE_BLOCKED	MAIN_FULL	Future-invariant old-old raw skew blocks on the single finite-support carrier. Revalidation is mandatory after replacing the primitive IST growth law by response-coupled growth.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C008;C019;C023;P026	BLOCKED_NO_CURRENT_EVIDENCE			BLOCKED_DERIVED_NODE	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.1.1	Presymplectic completion, Weyl system and quasifree state	Raw presymplectic carrier and Weyl system	Introduced after C008, C023, C019; registered hard handoff(s): stabilizes_raw_skew, supplies_raw_skew_response, supplies_common_finite_support_carrier.	086 · C050	086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/DOCUMENTATION.md	PLANNED	PLANNED
087	P026	5.1.1.1	59	87	SEC-05	raw_completion	Raw presymplectic well-definedness and future invariance	CORE_REQUIRES_PROOF	MAIN_FULL	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	ARCHITECTURAL_PROOF_DECOMPOSITION			C008;C019;C023;C043;P024	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C050	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.1.1.1	Presymplectic completion, Weyl system and quasifree state	Raw presymplectic carrier and Weyl system	Introduced after C008, C019, C023, C043, P024; registered hard handoff(s): supports_p026, supports_p026, supports_p026, supports_p026, supports_p026.	087 · P026	087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance/DOCUMENTATION.md	PLANNED	PLANNED
088	C051	5.1.2	59	88	SEC-05	raw_completion	Algebraic Weyl direct system	CORE_DEFINED	MAIN_FULL	One algebraic Weyl system over the common finite-support presymplectic carrier; local radicals are not independently quotiented. Explicit proof ownership: P027.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C050;P027	NO_CURRENT_EVIDENCE			NONE	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.1.2	Presymplectic completion, Weyl system and quasifree state	Raw presymplectic carrier and Weyl system	Introduced after C050; registered hard handoff(s): weyl_direct_system.	088 · C051	088_C051__algebraic_weyl_direct_system	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/DOCUMENTATION.md	PLANNED	PLANNED
089	P027	5.1.2.1	60	89	SEC-05	raw_completion	Algebraic Weyl direct-system coherence	CORE_REQUIRES_PROOF	MAIN_FULL	Prove CCR compatibility, inclusion-map coherence, and independence from separately quotienting local radicals.	ARCHITECTURAL_PROOF_DECOMPOSITION			C050;P026	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C051	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.1.2.1	Presymplectic completion, Weyl system and quasifree state	Raw presymplectic carrier and Weyl system	Introduced after C050, P026; registered hard handoff(s): supports_p027, supports_p027.	089 · P027	089_P027__algebraic_weyl_direct_system_coherence	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence/DOCUMENTATION.md	PLANNED	PLANNED
090	M050	5.2.1	61	90	SEC-05	state	Derived provenance Hilbert metric G	CORE_REQUIRED_MISSING	MAIN_FULL	Derive, rather than merely assume, the node-local/cylinder-consistent/endpoint-neutral Hilbert metric selecting G_v∝b^{|v|}a(v)^2.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C003;P028;P029	CONSTRUCTION_MISSING_NO_CURRENT_EVIDENCE			MISSING_CONSTRUCTION_OR_THEOREM	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.2.1	Presymplectic completion, Weyl system and quasifree state	Provenance Hilbert metric and normalized skew	Introduced after C003; registered hard handoff(s): selects_provenance_metric.	090 · M050	090_M050__derived_provenance_hilbert_metric_g	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/DOCUMENTATION.md	PLANNED	PLANNED
091	P028	5.2.1.1	62	91	SEC-05	state	Provenance metric existence and cylinder consistency	CORE_REQUIRES_PROOF	MAIN_FULL	Derive an endpoint-neutral node-local metric family and prove cylinder/interlevel consistency.	ARCHITECTURAL_PROOF_DECOMPOSITION			C003;C044;P019	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M050	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.2.1.1	Presymplectic completion, Weyl system and quasifree state	Provenance Hilbert metric and normalized skew	Introduced after C003, C044, P019; registered hard handoff(s): supports_p028, supports_p028, supports_p028.	091 · P028	091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency/DOCUMENTATION.md	PLANNED	PLANNED
092	P029	5.2.1.2	63	92	SEC-05	state	Provenance metric positivity and uniqueness up to normalization	CORE_REQUIRES_PROOF	MAIN_FULL	Prove positive definiteness and uniqueness of the admitted metric under the declared locality, consistency, and normalization conditions.	ARCHITECTURAL_PROOF_DECOMPOSITION			P028	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	M050	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.2.1.2	Presymplectic completion, Weyl system and quasifree state	Provenance Hilbert metric and normalized skew	Introduced after P028; registered hard handoff(s): supports_p029.	092 · P029	092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization/DOCUMENTATION.md	PLANNED	PLANNED
093	C052	5.2.2	63	93	SEC-05	state	Hilbert-Schmidt normalized skew operator K	CORE_REQUIRES_PROOF	MAIN_THEOREM	K=G^{-1/2}σG^{-1/2}; prove exhaustive edge-taxonomy majorant and tail.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C050;M050;P030;P031	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				5.2.2	Presymplectic completion, Weyl system and quasifree state	Provenance Hilbert metric and normalized skew	Introduced after C050, M050; registered hard handoff(s): normalizes_raw_skew, defines_hilbert_normalization.	093 · C052	093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/DOCUMENTATION.md	PLANNED	PLANNED
