paper_section	level	section_kind	title	first_node_number	first_node_id	last_node_number	last_node_id	node_count	derivation_order_start	derivation_order_end	main_directory	supplement_directory	generated_from
2.2.2	2	NODE_SECTION	Backreaction current B=A_live−A_record	054	C024	054	C024	1	54	54	derivation/paper/main/sections/02_cut_relative_complement_elimination_and_effective_response/02_record_live_response_split_and_backreaction/054_C024__backreaction_current_b_a_live_a_record	derivation/supplement/sections/02_cut_relative_complement_elimination_and_effective_response/02_record_live_response_split_and_backreaction/054_C024__backreaction_current_b_a_live_a_record	derivation/registry/dag/NODES.tsv
2.3	1	SECTION_GROUP	Regional effective-response carrier	055	C025	056	P011	2	55	56	derivation/paper/main/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier	derivation/supplement/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier	derivation/registry/dag/NODES.tsv
2.3.1	2	NODE_SECTION	Canonical regional response carrier	055	C025	056	P011	2	55	56	derivation/paper/main/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier/055_C025__canonical_regional_response_carrier	derivation/supplement/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier/055_C025__canonical_regional_response_carrier	derivation/registry/dag/NODES.tsv
2.3.1.1	3	PROOF_NODE_SECTION	Regional response restriction canonicity and functoriality	056	P011	056	P011	1	56	56	derivation/paper/main/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier/055_C025__canonical_regional_response_carrier/056_P011__regional_response_restriction_canonicity_and_functoriality	derivation/supplement/sections/02_cut_relative_complement_elimination_and_effective_response/03_regional_effective_response_carrier/055_C025__canonical_regional_response_carrier/056_P011__regional_response_restriction_canonicity_and_functoriality	derivation/registry/dag/NODES.tsv
3	0	ROOT_SECTION	Directed effective response algebra	057	M030	066	O048	10	57	66	derivation/paper/main/sections/03_directed_effective_response_algebra	derivation/supplement/sections/03_directed_effective_response_algebra	derivation/registry/dag/NODES.tsv
3.1	1	SECTION_GROUP	Canonical effective role plane	057	M030	059	P013	3	57	59	derivation/paper/main/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane	derivation/supplement/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane	derivation/registry/dag/NODES.tsv
3.1.1	2	NODE_SECTION	Canonical effective F1/F2 role functor	057	M030	059	P013	3	57	59	derivation/paper/main/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor	derivation/supplement/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor	derivation/registry/dag/NODES.tsv
3.1.1.1	3	PROOF_NODE_SECTION	Effective role-plane rank and nondegeneracy	058	P012	058	P012	1	58	58	derivation/paper/main/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor/058_P012__effective_role_plane_rank_and_nondegeneracy	derivation/supplement/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor/058_P012__effective_role_plane_rank_and_nondegeneracy	derivation/registry/dag/NODES.tsv
3.1.1.2	3	PROOF_NODE_SECTION	Role-functor naturality, equivariance, and uniqueness	059	P013	059	P013	1	59	59	derivation/paper/main/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor/059_P013__role_functor_naturality_equivariance_and_uniqueness	derivation/supplement/sections/03_directed_effective_response_algebra/01_canonical_effective_role_plane/057_M030__canonical_effective_f1_f2_role_functor/059_P013__role_functor_naturality_equivariance_and_uniqueness	derivation/registry/dag/NODES.tsv
3.2	1	SECTION_GROUP	Local operator and effect-support carrier	060	C032	061	P014	2	60	61	derivation/paper/main/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier	derivation/supplement/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier	derivation/registry/dag/NODES.tsv
3.2.1	2	NODE_SECTION	Canonical local operator-support carrier	060	C032	061	P014	2	60	61	derivation/paper/main/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier/060_C032__canonical_local_operator_support_carrier	derivation/supplement/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier/060_C032__canonical_local_operator_support_carrier	derivation/registry/dag/NODES.tsv
3.2.1.1	3	PROOF_NODE_SECTION	Local support carrier and projector coherence	061	P014	061	P014	1	61	61	derivation/paper/main/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier/060_C032__canonical_local_operator_support_carrier/061_P014__local_support_carrier_and_projector_coherence	derivation/supplement/sections/03_directed_effective_response_algebra/02_local_operator_and_effect_support_carrier/060_C032__canonical_local_operator_support_carrier/061_P014__local_support_carrier_and_projector_coherence	derivation/registry/dag/NODES.tsv
3.3	1	SECTION_GROUP	Response-generated algebraic closure	062	C033	063	P015	2	62	63	derivation/paper/main/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure	derivation/supplement/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure	derivation/registry/dag/NODES.tsv
3.3.1	2	NODE_SECTION	Response-generated finite algebraic closure	062	C033	063	P015	2	62	63	derivation/paper/main/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure/062_C033__response_generated_finite_algebraic_closure	derivation/supplement/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure/062_C033__response_generated_finite_algebraic_closure	derivation/registry/dag/NODES.tsv
3.3.1.1	3	PROOF_NODE_SECTION	Finite response-algebra closure and exact stabilization	063	P015	063	P015	1	63	63	derivation/paper/main/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure/062_C033__response_generated_finite_algebraic_closure/063_P015__finite_response_algebra_closure_and_exact_stabilization	derivation/supplement/sections/03_directed_effective_response_algebra/03_response_generated_algebraic_closure/062_C033__response_generated_finite_algebraic_closure/063_P015__finite_response_algebra_closure_and_exact_stabilization	derivation/registry/dag/NODES.tsv
3.4	1	SECTION_GROUP	Intrinsic directed response algebra	064	M031	065	P016	2	64	65	derivation/paper/main/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra	derivation/supplement/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra	derivation/registry/dag/NODES.tsv
3.4.1	2	NODE_SECTION	Intrinsic directed response algebra	064	M031	065	P016	2	64	65	derivation/paper/main/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra/064_M031__intrinsic_directed_response_algebra	derivation/supplement/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra/064_M031__intrinsic_directed_response_algebra	derivation/registry/dag/NODES.tsv
3.4.1.1	3	PROOF_NODE_SECTION	Intrinsic generator independence and canonical algebra equivalence	065	P016	065	P016	1	65	65	derivation/paper/main/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra/064_M031__intrinsic_directed_response_algebra/065_P016__intrinsic_generator_independence_and_canonical_algebra_equivalence	derivation/supplement/sections/03_directed_effective_response_algebra/04_intrinsic_directed_response_algebra/064_M031__intrinsic_directed_response_algebra/065_P016__intrinsic_generator_independence_and_canonical_algebra_equivalence	derivation/registry/dag/NODES.tsv
3.5	1	SECTION_GROUP	Finite algebraic obstruction boundary	066	O048	066	O048	1	66	66	derivation/paper/main/sections/03_directed_effective_response_algebra/05_finite_algebraic_obstruction_boundary	derivation/supplement/sections/03_directed_effective_response_algebra/05_finite_algebraic_obstruction_boundary	derivation/registry/dag/NODES.tsv
3.5.1	2	NODE_SECTION	Finite cyclicity dimension/rank obstruction	066	O048	066	O048	1	66	66	derivation/paper/main/sections/03_directed_effective_response_algebra/05_finite_algebraic_obstruction_boundary/066_O048__finite_cyclicity_dimension_rank_obstruction	derivation/supplement/sections/03_directed_effective_response_algebra/05_finite_algebraic_obstruction_boundary/066_O048__finite_cyclicity_dimension_rank_obstruction	derivation/registry/dag/NODES.tsv
4	0	ROOT_SECTION	Projective refinement and nested open channels	067	C040	085	O049	19	67	85	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels	derivation/registry/dag/NODES.tsv
4.1	1	SECTION_GROUP	Exact Cauchy carrier and factorization	067	C040	070	C041	4	67	70	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization	derivation/registry/dag/NODES.tsv
4.1.1	2	NODE_SECTION	Inverse-depth Cauchy/Hilbert ancestor carrier H	067	C040	069	P018	3	67	69	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h	derivation/registry/dag/NODES.tsv
4.1.1.1	3	PROOF_NODE_SECTION	Exact inverse-depth Cauchy/Hilbert identification	068	P017	068	P017	1	68	68	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h/068_P017__exact_inverse_depth_cauchy_hilbert_identification	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h/068_P017__exact_inverse_depth_cauchy_hilbert_identification	derivation/registry/dag/NODES.tsv
4.1.1.2	3	PROOF_NODE_SECTION	Cauchy determinant, nondegeneracy, and rank	069	P018	069	P018	1	69	69	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h/069_P018__cauchy_determinant_nondegeneracy_and_rank	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/067_C040__inverse_depth_cauchy_hilbert_ancestor_carrier_h/069_P018__cauchy_determinant_nondegeneracy_and_rank	derivation/registry/dag/NODES.tsv
4.1.2	2	NODE_SECTION	Exact pre/post-Schur factorization M=A_eff H	070	C041	070	C041	1	70	70	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/070_C041__exact_pre_post_schur_factorization_m_a_eff_h	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/01_exact_cauchy_carrier_and_factorization/070_C041__exact_pre_post_schur_factorization_m_a_eff_h	derivation/registry/dag/NODES.tsv
4.2	1	SECTION_GROUP	Canonical-schedule rank closure	071	C042	072	CTRL005	2	71	72	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure	derivation/registry/dag/NODES.tsv
4.2.1	2	NODE_SECTION	Canonical-schedule ancestor-return rank closure	071	C042	071	C042	1	71	71	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure/071_C042__canonical_schedule_ancestor_return_rank_closure	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure/071_C042__canonical_schedule_ancestor_return_rank_closure	derivation/registry/dag/NODES.tsv
4.2.2	2	NODE_SECTION	Layer-batch schedule robustness control	072	CTRL005	072	CTRL005	1	72	72	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure/072_CTRL005__layer_batch_schedule_robustness_control	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/02_canonical_schedule_rank_closure/072_CTRL005__layer_batch_schedule_robustness_control	derivation/registry/dag/NODES.tsv
4.3	1	SECTION_GROUP	Projective carriers and nested open channels	073	C044	080	P022	8	73	80	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels	derivation/registry/dag/NODES.tsv
4.3.1	2	NODE_SECTION	Canonical finite prefix/projective carrier maps	073	C044	074	P019	2	73	74	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/073_C044__canonical_finite_prefix_projective_carrier_maps	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/073_C044__canonical_finite_prefix_projective_carrier_maps	derivation/registry/dag/NODES.tsv
4.3.1.1	3	PROOF_NODE_SECTION	Finite prefix-map typing, composition, and projective coherence	074	P019	074	P019	1	74	74	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/073_C044__canonical_finite_prefix_projective_carrier_maps/074_P019__finite_prefix_map_typing_composition_and_projective_coherence	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/073_C044__canonical_finite_prefix_projective_carrier_maps/074_P019__finite_prefix_map_typing_composition_and_projective_coherence	derivation/registry/dag/NODES.tsv
4.3.2	2	NODE_SECTION	Nested common-ambient multiscale transport	075	C045	076	P020	2	75	76	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/075_C045__nested_common_ambient_multiscale_transport	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/075_C045__nested_common_ambient_multiscale_transport	derivation/registry/dag/NODES.tsv
4.3.2.1	3	PROOF_NODE_SECTION	Common-ambient embedding and transport identities	076	P020	076	P020	1	76	76	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/075_C045__nested_common_ambient_multiscale_transport/076_P020__common_ambient_embedding_and_transport_identities	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/075_C045__nested_common_ambient_multiscale_transport/076_P020__common_ambient_embedding_and_transport_identities	derivation/registry/dag/NODES.tsv
4.3.3	2	NODE_SECTION	Nested channel refinement	077	C047	078	P021	2	77	78	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement	derivation/registry/dag/NODES.tsv
4.3.3.1	3	PROOF_NODE_SECTION	Nested refinement-map well-definedness and compatibility	078	P021	078	P021	1	78	78	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement/078_P021__nested_refinement_map_well_definedness_and_compatibility	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement/078_P021__nested_refinement_map_well_definedness_and_compatibility	derivation/registry/dag/NODES.tsv
4.3.4	2	NODE_SECTION	Forward channel structure	079	C046	080	P022	2	79	80	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure	derivation/registry/dag/NODES.tsv
4.3.4.1	3	PROOF_NODE_SECTION	Forward-channel well-definedness and structural identities	080	P022	080	P022	1	80	80	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/080_P022__forward_channel_well_definedness_and_structural_identities	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/080_P022__forward_channel_well_definedness_and_structural_identities	derivation/registry/dag/NODES.tsv
4.4	1	SECTION_GROUP	Refinement, cocycle and live reconstruction	081	C043	084	P025	4	81	84	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction	derivation/registry/dag/NODES.tsv
4.4.1	2	NODE_SECTION	Refinement/cocycle/live reconstruction	081	C043	084	P025	4	81	84	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction	derivation/registry/dag/NODES.tsv
4.4.1.1	3	PROOF_NODE_SECTION	Refinement cocycle law	082	P023	082	P023	1	82	82	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law	derivation/registry/dag/NODES.tsv
4.4.1.2	3	PROOF_NODE_SECTION	Future invariance of retained finite blocks	083	P024	083	P024	1	83	83	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks	derivation/registry/dag/NODES.tsv
4.4.1.3	3	PROOF_NODE_SECTION	Live-directed reconstruction from record and cocycle data	084	P025	084	P025	1	84	84	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/registry/dag/NODES.tsv
4.5	1	SECTION_GROUP	Projection-completion obstruction boundary	085	O049	085	O049	1	85	85	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary	derivation/registry/dag/NODES.tsv
4.5.1	2	NODE_SECTION	Projection/completion naturality obstruction	085	O049	085	O049	1	85	85	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction	derivation/registry/dag/NODES.tsv
5	0	ROOT_SECTION	Presymplectic completion, Weyl system and quasifree state	086	C050	105	P037	20	86	105	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state	derivation/registry/dag/NODES.tsv
5.1	1	SECTION_GROUP	Raw presymplectic carrier and Weyl system	086	C050	089	P027	4	86	89	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system	derivation/registry/dag/NODES.tsv
5.1.1	2	NODE_SECTION	Finite-support raw presymplectic carrier (V_fin,σ_raw)	086	C050	087	P026	2	86	87	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/registry/dag/NODES.tsv
5.1.1.1	3	PROOF_NODE_SECTION	Raw presymplectic well-definedness and future invariance	087	P026	087	P026	1	87	87	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/registry/dag/NODES.tsv
5.1.2	2	NODE_SECTION	Algebraic Weyl direct system	088	C051	089	P027	2	88	89	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system	derivation/registry/dag/NODES.tsv
5.1.2.1	3	PROOF_NODE_SECTION	Algebraic Weyl direct-system coherence	089	P027	089	P027	1	89	89	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence	derivation/registry/dag/NODES.tsv
5.2	1	SECTION_GROUP	Provenance Hilbert metric and normalized skew	090	M050	098	P033	9	90	98	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew	derivation/registry/dag/NODES.tsv
5.2.1	2	NODE_SECTION	Derived provenance Hilbert metric G	090	M050	092	P029	3	90	92	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g	derivation/registry/dag/NODES.tsv
5.2.1.1	3	PROOF_NODE_SECTION	Provenance metric existence and cylinder consistency	091	P028	091	P028	1	91	91	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/registry/dag/NODES.tsv
5.2.1.2	3	PROOF_NODE_SECTION	Provenance metric positivity and uniqueness up to normalization	092	P029	092	P029	1	92	92	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/registry/dag/NODES.tsv
5.2.2	2	NODE_SECTION	Hilbert-Schmidt normalized skew operator K	093	C052	095	P031	3	93	95	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/registry/dag/NODES.tsv
5.2.2.1	3	PROOF_NODE_SECTION	Normalized skew operator boundedness and skew-adjointness	094	P030	094	P030	1	94	94	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/094_P030__normalized_skew_operator_boundedness_and_skew_adjointness	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/094_P030__normalized_skew_operator_boundedness_and_skew_adjointness	derivation/registry/dag/NODES.tsv
5.2.2.2	3	PROOF_NODE_SECTION	Hilbert-Schmidt edge majorant and tail	095	P031	095	P031	1	95	95	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/095_P031__hilbert_schmidt_edge_majorant_and_tail	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/095_P031__hilbert_schmidt_edge_majorant_and_tail	derivation/registry/dag/NODES.tsv
5.2.3	2	NODE_SECTION	Algebraic radical triviality and infinite rank	096	C054	098	P033	3	96	98	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank	derivation/registry/dag/NODES.tsv
5.2.3.1	3	PROOF_NODE_SECTION	Algebraic radical triviality	097	P032	097	P032	1	97	97	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/097_P032__algebraic_radical_triviality	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/097_P032__algebraic_radical_triviality	derivation/registry/dag/NODES.tsv
5.2.3.2	3	PROOF_NODE_SECTION	Infinite rank of the raw skew operator	098	P033	098	P033	1	98	98	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/098_P033__infinite_rank_of_the_raw_skew_operator	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/098_P033__infinite_rank_of_the_raw_skew_operator	derivation/registry/dag/NODES.tsv
5.3	1	SECTION_GROUP	Quasifree-state specialization	099	C053	100	P034	2	99	100	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization	derivation/registry/dag/NODES.tsv
5.3.1	2	NODE_SECTION	Regular quasifree provenance state ω_prov	099	C053	100	P034	2	99	100	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov	derivation/registry/dag/NODES.tsv
