id	source	target	relation	edge_class	hard_dependency	layout_constraint	status	section	requirement	note
E177	C020	P010	supports_p010	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove preservation of the admitted loopless directed-Laplacian structure and the required strict distinguished-port positivity under general elimination.	Explicit dependency of proof gate P010.
E178	P001	P010	supports_p010	PROOF_SUPPORT	true	true	ACTIVE_CURRENT	SEC-02	Prove preservation of the admitted loopless directed-Laplacian structure and the required strict distinguished-port positivity under general elimination.	P010 may reuse the kernel-verified P001 maximum-propagation and distinguished-port-positivity theorems, but must establish its own cut hypotheses and elimination-preservation conditions.
E179	P008	P010	supports_p010	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove preservation of the admitted loopless directed-Laplacian structure and the required strict distinguished-port positivity under general elimination.	Explicit dependency of proof gate P010.
E180	P009	P010	supports_p010	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove preservation of the admitted loopless directed-Laplacian structure and the required strict distinguished-port positivity under general elimination.	Explicit dependency of proof gate P010.
E181	P010	C021	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-02	Prove preservation of the admitted loopless directed-Laplacian structure and the required strict distinguished-port positivity under general elimination.	C021 imports/cites this explicit proof gate.
E182	C021	P011	supports_p011	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove that regional restriction/compression is canonically typed, introduces no fitted law, and commutes with admitted common-ambient transport.	Explicit dependency of proof gate P011.
E183	C022	P011	supports_p011	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove that regional restriction/compression is canonically typed, introduces no fitted law, and commutes with admitted common-ambient transport.	Explicit dependency of proof gate P011.
E184	C023	P011	supports_p011	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove that regional restriction/compression is canonically typed, introduces no fitted law, and commutes with admitted common-ambient transport.	Explicit dependency of proof gate P011.
E185	P009	P011	supports_p011	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-02	Prove that regional restriction/compression is canonically typed, introduces no fitted law, and commutes with admitted common-ambient transport.	Explicit dependency of proof gate P011.
E186	P011	C025	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-02	Prove that regional restriction/compression is canonically typed, introduces no fitted law, and commutes with admitted common-ambient transport.	C025 imports/cites this explicit proof gate.
E187	C021	P012	supports_p012	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the selected F1/F2 role carrier has the claimed rank and is nondegenerate on its admitted domain.	Explicit dependency of proof gate P012.
E188	P009	P012	supports_p012	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the selected F1/F2 role carrier has the claimed rank and is nondegenerate on its admitted domain.	Explicit dependency of proof gate P012.
E189	P012	M030	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-03	Prove that the selected F1/F2 role carrier has the claimed rank and is nondegenerate on its admitted domain.	M030 imports/cites this explicit proof gate.
E190	C021	P013	supports_p013	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove provenance-label equivariance, common-ambient naturality, and uniqueness of the effective role functor under the declared axioms.	Explicit dependency of proof gate P013.
E191	C022	P013	supports_p013	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove provenance-label equivariance, common-ambient naturality, and uniqueness of the effective role functor under the declared axioms.	Explicit dependency of proof gate P013.
E192	P012	P013	supports_p013	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove provenance-label equivariance, common-ambient naturality, and uniqueness of the effective role functor under the declared axioms.	Explicit dependency of proof gate P013.
E193	P013	M030	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-03	Prove provenance-label equivariance, common-ambient naturality, and uniqueness of the effective role functor under the declared axioms.	M030 imports/cites this explicit proof gate.
E194	C025	P014	supports_p014	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove exact support, projector/restriction typing, idempotence where claimed, and compatibility with regional response and the canonical role functor.	Explicit dependency of proof gate P014.
E195	M030	P014	supports_p014	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove exact support, projector/restriction typing, idempotence where claimed, and compatibility with regional response and the canonical role functor.	Explicit dependency of proof gate P014.
E196	P011	P014	supports_p014	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove exact support, projector/restriction typing, idempotence where claimed, and compatibility with regional response and the canonical role functor.	Explicit dependency of proof gate P014.
E197	P013	P014	supports_p014	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove exact support, projector/restriction typing, idempotence where claimed, and compatibility with regional response and the canonical role functor.	Explicit dependency of proof gate P014.
E198	P014	C032	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-03	Prove exact support, projector/restriction typing, idempotence where claimed, and compatibility with regional response and the canonical role functor.	C032 imports/cites this explicit proof gate.
E199	C025	P015	supports_p015	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove closure under the declared algebraic operations, finite stabilization, and the exact non-tolerance closure criterion.	Explicit dependency of proof gate P015.
E200	C032	P015	supports_p015	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove closure under the declared algebraic operations, finite stabilization, and the exact non-tolerance closure criterion.	Explicit dependency of proof gate P015.
E201	P014	P015	supports_p015	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove closure under the declared algebraic operations, finite stabilization, and the exact non-tolerance closure criterion.	Explicit dependency of proof gate P015.
E202	P015	C033	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-03	Prove closure under the declared algebraic operations, finite stabilization, and the exact non-tolerance closure criterion.	C033 imports/cites this explicit proof gate.
E203	C023	P016	supports_p016	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	Explicit dependency of proof gate P016.
E204	C033	P016	supports_p016	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	Explicit dependency of proof gate P016.
E205	M030	P016	supports_p016	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	Explicit dependency of proof gate P016.
E206	P013	P016	supports_p016	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	Explicit dependency of proof gate P016.
E207	P015	P016	supports_p016	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	Explicit dependency of proof gate P016.
E208	P016	M031	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-03	Prove that the intrinsic algebra is independent of auxiliary positional generators and canonically agrees across admitted response presentations.	M031 imports/cites this explicit proof gate.
E209	C008	P017	supports_p017	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Derive the exact ancestor-return carrier entries H_{rj}=1/(r+j+1) from the response-grown construction under the active law.	Explicit dependency of proof gate P017.
E210	C019	P017	supports_p017	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Derive the exact ancestor-return carrier entries H_{rj}=1/(r+j+1) from the response-grown construction under the active law.	Explicit dependency of proof gate P017.
E211	P005	P017	supports_p017	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Derive the exact ancestor-return carrier entries H_{rj}=1/(r+j+1) from the response-grown construction under the active law.	Explicit dependency of proof gate P017.
E212	P017	C040	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Derive the exact ancestor-return carrier entries H_{rj}=1/(r+j+1) from the response-grown construction under the active law.	C040 imports/cites this explicit proof gate.
E213	P017	P018	supports_p018	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove the exact determinant formula, nonvanishing, and finite rank consequences for the admitted Cauchy/Hilbert blocks.	Explicit dependency of proof gate P018.
E214	P018	C040	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove the exact determinant formula, nonvanishing, and finite rank consequences for the admitted Cauchy/Hilbert blocks.	C040 imports/cites this explicit proof gate.
E215	C019	P019	supports_p019	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing, identity, composition, and cutoff coherence of the finite address-prefix carrier maps.	Explicit dependency of proof gate P019.
E216	P004	P019	supports_p019	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing, identity, composition, and cutoff coherence of the finite address-prefix carrier maps.	Explicit dependency of proof gate P019.
E217	P005	P019	supports_p019	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing, identity, composition, and cutoff coherence of the finite address-prefix carrier maps.	Explicit dependency of proof gate P019.
E218	P019	C044	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove exact typing, identity, composition, and cutoff coherence of the finite address-prefix carrier maps.	C044 imports/cites this explicit proof gate.
E219	C021	P020	supports_p020	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that nested finite response objects embed into the declared common ambient carrier and satisfy the exact restriction/transport identities.	Explicit dependency of proof gate P020.
E220	C044	P020	supports_p020	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that nested finite response objects embed into the declared common ambient carrier and satisfy the exact restriction/transport identities.	Explicit dependency of proof gate P020.
E221	P009	P020	supports_p020	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that nested finite response objects embed into the declared common ambient carrier and satisfy the exact restriction/transport identities.	Explicit dependency of proof gate P020.
E222	P019	P020	supports_p020	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that nested finite response objects embed into the declared common ambient carrier and satisfy the exact restriction/transport identities.	Explicit dependency of proof gate P020.
E223	P020	C045	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove that nested finite response objects embed into the declared common ambient carrier and satisfy the exact restriction/transport identities.	C045 imports/cites this explicit proof gate.
E224	C040	P021	supports_p021	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	Explicit dependency of proof gate P021.
E225	C041	P021	supports_p021	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	Explicit dependency of proof gate P021.
E226	C045	P021	supports_p021	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	Explicit dependency of proof gate P021.
E227	P018	P021	supports_p021	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	Explicit dependency of proof gate P021.
E228	P020	P021	supports_p021	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	Explicit dependency of proof gate P021.
E229	P021	C047	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove exact typing and compatibility of nested channel refinement maps with the common-ambient transport.	C047 imports/cites this explicit proof gate.
E230	C042	P022	supports_p022	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that the induced forward channel is well-defined and satisfies the declared finite structural identities.	Explicit dependency of proof gate P022.
E231	C047	P022	supports_p022	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that the induced forward channel is well-defined and satisfies the declared finite structural identities.	Explicit dependency of proof gate P022.
E232	P021	P022	supports_p022	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove that the induced forward channel is well-defined and satisfies the declared finite structural identities.	Explicit dependency of proof gate P022.
E233	P022	C046	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove that the induced forward channel is well-defined and satisfies the declared finite structural identities.	C046 imports/cites this explicit proof gate.
E234	C042	P023	supports_p023	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	Explicit dependency of proof gate P023.
E235	C046	P023	supports_p023	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	Explicit dependency of proof gate P023.
E236	C047	P023	supports_p023	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	Explicit dependency of proof gate P023.
E237	P021	P023	supports_p023	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	Explicit dependency of proof gate P023.
E238	P022	P023	supports_p023	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	Explicit dependency of proof gate P023.
E239	P023	C043	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove identity and composition/cocycle laws for the admitted refinement and forward-channel maps.	C043 imports/cites this explicit proof gate.
E240	C046	P024	supports_p024	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact invariance of previously formed blocks under later admissible births/refinements on the declared common carrier.	Explicit dependency of proof gate P024.
E241	C047	P024	supports_p024	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact invariance of previously formed blocks under later admissible births/refinements on the declared common carrier.	Explicit dependency of proof gate P024.
E242	P023	P024	supports_p024	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact invariance of previously formed blocks under later admissible births/refinements on the declared common carrier.	Explicit dependency of proof gate P024.
E243	P024	C043	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove exact invariance of previously formed blocks under later admissible births/refinements on the declared common carrier.	C043 imports/cites this explicit proof gate.
E244	C016	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E245	C017	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E246	C046	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E247	C047	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E248	P023	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E249	P024	P025	supports_p025	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	Explicit dependency of proof gate P025.
E250	P025	C043	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-04	Prove exact reconstruction of the live directed object from immutable records plus the admitted refinement/cocycle data.	C043 imports/cites this explicit proof gate.
E251	C008	P026	supports_p026	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	Explicit dependency of proof gate P026.
E252	C019	P026	supports_p026	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	Explicit dependency of proof gate P026.
E253	C023	P026	supports_p026	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	Explicit dependency of proof gate P026.
E254	C043	P026	supports_p026	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	Explicit dependency of proof gate P026.
E255	P024	P026	supports_p026	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	Explicit dependency of proof gate P026.
E256	P026	C050	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove bilinearity, antisymmetry, finite-support well-definedness, and future invariance of the single raw skew carrier.	C050 imports/cites this explicit proof gate.
E257	C050	P027	supports_p027	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove CCR compatibility, inclusion-map coherence, and independence from separately quotienting local radicals.	Explicit dependency of proof gate P027.
E258	P026	P027	supports_p027	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove CCR compatibility, inclusion-map coherence, and independence from separately quotienting local radicals.	Explicit dependency of proof gate P027.
E259	P027	C051	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove CCR compatibility, inclusion-map coherence, and independence from separately quotienting local radicals.	C051 imports/cites this explicit proof gate.
E260	C003	P028	supports_p028	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Derive an endpoint-neutral node-local metric family and prove cylinder/interlevel consistency.	Explicit dependency of proof gate P028.
E261	C044	P028	supports_p028	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Derive an endpoint-neutral node-local metric family and prove cylinder/interlevel consistency.	Explicit dependency of proof gate P028.
E262	P019	P028	supports_p028	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Derive an endpoint-neutral node-local metric family and prove cylinder/interlevel consistency.	Explicit dependency of proof gate P028.
E263	P028	M050	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Derive an endpoint-neutral node-local metric family and prove cylinder/interlevel consistency.	M050 imports/cites this explicit proof gate.
E264	P028	P029	supports_p029	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove positive definiteness and uniqueness of the admitted metric under the declared locality, consistency, and normalization conditions.	Explicit dependency of proof gate P029.
E265	P029	M050	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove positive definiteness and uniqueness of the admitted metric under the declared locality, consistency, and normalization conditions.	M050 imports/cites this explicit proof gate.
E266	C050	P030	supports_p030	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that K=G^{-1/2}σG^{-1/2} is well-defined, bounded on the admitted carrier, and skew-adjoint/antisymmetric in the selected metric.	Explicit dependency of proof gate P030.
E267	M050	P030	supports_p030	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that K=G^{-1/2}σG^{-1/2} is well-defined, bounded on the admitted carrier, and skew-adjoint/antisymmetric in the selected metric.	Explicit dependency of proof gate P030.
E268	P026	P030	supports_p030	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that K=G^{-1/2}σG^{-1/2} is well-defined, bounded on the admitted carrier, and skew-adjoint/antisymmetric in the selected metric.	Explicit dependency of proof gate P030.
E269	P029	P030	supports_p030	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that K=G^{-1/2}σG^{-1/2} is well-defined, bounded on the admitted carrier, and skew-adjoint/antisymmetric in the selected metric.	Explicit dependency of proof gate P030.
E270	P030	C052	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove that K=G^{-1/2}σG^{-1/2} is well-defined, bounded on the admitted carrier, and skew-adjoint/antisymmetric in the selected metric.	C052 imports/cites this explicit proof gate.
E271	P030	P031	supports_p031	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove the exhaustive edge taxonomy, square-summable majorant, and complete Hilbert-Schmidt tail estimate.	Explicit dependency of proof gate P031.
E272	P031	C052	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove the exhaustive edge taxonomy, square-summable majorant, and complete Hilbert-Schmidt tail estimate.	C052 imports/cites this explicit proof gate.
E273	C050	P032	supports_p032	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that the raw finite-support presymplectic radical is trivial on the admitted algebraic carrier.	Explicit dependency of proof gate P032.
E274	P026	P032	supports_p032	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that the raw finite-support presymplectic radical is trivial on the admitted algebraic carrier.	Explicit dependency of proof gate P032.
E275	P032	C054	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove that the raw finite-support presymplectic radical is trivial on the admitted algebraic carrier.	C054 imports/cites this explicit proof gate.
E276	C050	P033	supports_p033	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove infinite rank using the exact shell/rational-function argument independently of completed injectivity.	Explicit dependency of proof gate P033.
E277	P026	P033	supports_p033	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove infinite rank using the exact shell/rational-function argument independently of completed injectivity.	Explicit dependency of proof gate P033.
E278	P033	C054	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove infinite rank using the exact shell/rational-function argument independently of completed injectivity.	C054 imports/cites this explicit proof gate.
E279	C052	P034	supports_p034	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that μ=(||K||/2)G satisfies the quasifree positivity bound, regularity, and interlevel consistency.	Explicit dependency of proof gate P034.
E280	M050	P034	supports_p034	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that μ=(||K||/2)G satisfies the quasifree positivity bound, regularity, and interlevel consistency.	Explicit dependency of proof gate P034.
E281	P029	P034	supports_p034	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that μ=(||K||/2)G satisfies the quasifree positivity bound, regularity, and interlevel consistency.	Explicit dependency of proof gate P034.
E282	P030	P034	supports_p034	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that μ=(||K||/2)G satisfies the quasifree positivity bound, regularity, and interlevel consistency.	Explicit dependency of proof gate P034.
E283	P034	C053	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove that μ=(||K||/2)G satisfies the quasifree positivity bound, regularity, and interlevel consistency.	C053 imports/cites this explicit proof gate.
E284	C019	P035	supports_p035	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that descendant-cone restriction and completion are canonical and compatible with global metric/state embeddings.	Explicit dependency of proof gate P035.
E285	C053	P035	supports_p035	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that descendant-cone restriction and completion are canonical and compatible with global metric/state embeddings.	Explicit dependency of proof gate P035.
E286	M050	P035	supports_p035	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that descendant-cone restriction and completion are canonical and compatible with global metric/state embeddings.	Explicit dependency of proof gate P035.
E287	P034	P035	supports_p035	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove that descendant-cone restriction and completion are canonical and compatible with global metric/state embeddings.	Explicit dependency of proof gate P035.
E288	P035	C055	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove that descendant-cone restriction and completion are canonical and compatible with global metric/state embeddings.	C055 imports/cites this explicit proof gate.
E289	C052	P036	supports_p036	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Formalize the ray reduction, generating function, and logarithmic-singularity argument giving local kernel triviality on a dense algebraic domain.	Explicit dependency of proof gate P036.
E290	C055	P036	supports_p036	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Formalize the ray reduction, generating function, and logarithmic-singularity argument giving local kernel triviality on a dense algebraic domain.	Explicit dependency of proof gate P036.
E291	P030	P036	supports_p036	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Formalize the ray reduction, generating function, and logarithmic-singularity argument giving local kernel triviality on a dense algebraic domain.	Explicit dependency of proof gate P036.
E292	P035	P036	supports_p036	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Formalize the ray reduction, generating function, and logarithmic-singularity argument giving local kernel triviality on a dense algebraic domain.	Explicit dependency of proof gate P036.
E293	P036	C056	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Formalize the ray reduction, generating function, and logarithmic-singularity argument giving local kernel triviality on a dense algebraic domain.	C056 imports/cites this explicit proof gate.
E294	P036	P037	supports_p037	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-05	Prove the full remainder estimate and transfer algebraic injectivity to the completed local Hilbert carrier.	Explicit dependency of proof gate P037.
E295	P037	C056	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-05	Prove the full remainder estimate and transfer algebraic injectivity to the completed local Hilbert carrier.	C056 imports/cites this explicit proof gate.
E296	C051	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E297	C053	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E298	C054	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E299	P027	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E300	P032	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E301	P033	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E302	P034	P038	supports_p038	PROOF_SUPPORT	true	true	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	Explicit dependency of proof gate P038.
E303	P038	C057	certifies_owner_closure_gate	PROOF_CERTIFICATION	false	false	PLANNED_BLOCKED	SEC-06	Verify the quasifree-state hypotheses and construct the exact GNS representation used downstream.	C057 imports/cites this explicit proof gate.
