source_file	source_module	line	kind	surface	search_key	classification	disposition	consumer_hit_count	consumer_module_count	non_notation_consumer_hit_count	consumer_modules	non_notation_consumer_modules	line_text	review_phase	review_object	review_decision	leg44_action	review_safety_class	review_rationale
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2016	theorem	SM3bRGeneratedDirichletMatrix_entry	SM3bRGeneratedDirichletMatrix_entry	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichletMatrix_entry {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) (i j : Smoke.GeneratedApproximantIndex A) : SM3bRGeneratedDirichletMatrix W i j = SM3bRGeneratedDirichletEntry W i j := by	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2027	theorem	SM3bRGeneratedDirichlet_zero_of_not_adjacent	SM3bRGeneratedDirichlet_zero_of_not_adjacent	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichlet_zero_of_not_adjacent {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) {i j : Smoke.GeneratedApproximantIndex A} (hij : i ≠ j)	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2040	theorem	SM3bRGeneratedDirichlet_offdiag_of_adjacent	SM3bRGeneratedDirichlet_offdiag_of_adjacent	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichlet_offdiag_of_adjacent {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) {i j : Smoke.GeneratedApproximantIndex A} (hij : i ≠ j)	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2053	theorem	SM3bRGeneratedDirichlet_diag_degree	SM3bRGeneratedDirichlet_diag_degree	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichlet_diag_degree {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) (i : Smoke.GeneratedApproximantIndex A) : SM3bRGeneratedDirichletMatrix W i i = Smoke.generatedDirichlet_degree W i := by	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2064	theorem	SM3bRGeneratedDirichletEntryLedgerMain_status	SM3bRGeneratedDirichletEntryLedgerMain_status	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichletEntryLedgerMain_status (b : Nat) (β : Nat → Nat) (p : ConcretePolicyOf) (regularWeight variableWeight : WeightPolicy) : (SM3bRGeneratedDirichletEntryLedgerMain b β p regularWeight variableWeight).status = Smoke.SM3bRGeneratedDirichletEntryLedgerStatus.generatedDirichletEntryComputedFromSources := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2071	theorem	SM3bRGeneratedDirichletEntryLedgerMain_regularNoInverse	SM3bRGeneratedDirichletEntryLedgerMain_regularNoInverse	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichletEntryLedgerMain_regularNoInverse (b : Nat) (β : Nat → Nat) (p : ConcretePolicyOf) (regularWeight variableWeight : WeightPolicy) : (SM3bRGeneratedDirichletEntryLedgerMain b β p regularWeight variableWeight).regularEntrySource.noInverseStatus = Smoke.SM3bRNoInverseStatus.noInverseOrInteriorEliminationInSM3bR := by rfl 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2078	theorem	SM3bRGeneratedDirichletEntryLedgerMain_variableNoDtn	SM3bRGeneratedDirichletEntryLedgerMain_variableNoDtn	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3bRGeneratedDirichletEntryLedgerMain_variableNoDtn (b : Nat) (β : Nat → Nat) (p : ConcretePolicyOf) (regularWeight variableWeight : WeightPolicy) : (SM3bRGeneratedDirichletEntryLedgerMain b β p regularWeight variableWeight).variableEntrySource.noDtnStatus = Smoke.SM3bRNoDtnStatus.noDtnGeneralizedDtnOrMultiSchurInSM3bR := by rfl  end StrengtheningSM3bR 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2090	abbrev	SM3cRInteriorRestrictionStatus	SM3cRInteriorRestrictionStatus	consumed_internal_helper	keep_now_review_publicity	5	2	5	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:14,191,203,266; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:60	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:14,191,203,266; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:60	abbrev SM3cRInteriorRestrictionStatus := Smoke.SM3cRInteriorRestrictionStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2091	abbrev	SM3cREntryClassificationStatus	SM3cREntryClassificationStatus	consumed_internal_helper	keep_now_review_publicity	5	2	5	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:18,192,206,268; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:63	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:18,192,206,268; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:63	abbrev SM3cREntryClassificationStatus := Smoke.SM3cREntryClassificationStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2092	abbrev	SM3cRNoFreeInteriorBlockStatus	SM3cRNoFreeInteriorBlockStatus	consumed_internal_helper	keep_now_review_publicity	7	2	7	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:22,193,208,269,391; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:66	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:22,193,208,269,391; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTraceCancellationDerivation:66	abbrev SM3cRNoFreeInteriorBlockStatus := Smoke.SM3cRNoFreeInteriorBlockStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2093	abbrev	SM3cRZeroRuleStatus	SM3cRZeroRuleStatus	consumed_internal_helper	keep_now_review_publicity	4	1	4	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:26,194,210,270	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:26,194,210,270	abbrev SM3cRZeroRuleStatus := Smoke.SM3cRZeroRuleStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2094	abbrev	SM3cROffdiagRuleStatus	SM3cROffdiagRuleStatus	consumed_internal_helper	keep_now_review_publicity	4	1	4	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:30,195,213,272	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:30,195,213,272	abbrev SM3cROffdiagRuleStatus := Smoke.SM3cROffdiagRuleStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2095	abbrev	SM3cRDiagRuleStatus	SM3cRDiagRuleStatus	consumed_internal_helper	keep_now_review_publicity	4	1	4	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:34,196,215,273	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:34,196,215,273	abbrev SM3cRDiagRuleStatus := Smoke.SM3cRDiagRuleStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2096	abbrev	SM3cRInteriorBlockStructureProfile	SM3cRInteriorBlockStructureProfile	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			abbrev SM3cRInteriorBlockStructureProfile := Smoke.InteriorBlockStructureProfile	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2097	abbrev	SM3cRNoInverseStatus	SM3cRNoInverseStatus	consumed_internal_helper	keep_now_review_publicity	8	1	8	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:47,197,217,274,318	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:47,197,217,274,318	abbrev SM3cRNoInverseStatus := Smoke.SM3cRNoInverseStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2098	abbrev	SM3cRNoDtnStatus	SM3cRNoDtnStatus	consumed_internal_helper	keep_now_review_publicity	9	2	8	CNNA.PillarA.Arithmetic.Notation:2236; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:51,198,219,275,323	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:51,198,219,275,323	abbrev SM3cRNoDtnStatus := Smoke.SM3cRNoDtnStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2099	abbrev	SM3cRNoArithmeticTargetStatus	SM3cRNoArithmeticTargetStatus	consumed_internal_helper	keep_now_review_publicity	6	1	6	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:55,199,222,277,409	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:55,199,222,277,409	abbrev SM3cRNoArithmeticTargetStatus := Smoke.SM3cRNoArithmeticTargetStatus	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2100	abbrev	SM3cRGeneratedInteriorBlockLedgerStatus	SM3cRGeneratedInteriorBlockLedgerStatus	consumed_internal_helper	keep_now_review_publicity	7	2	5	CNNA.PillarA.Arithmetic.Notation:2101,2222; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:59,365,414,420,457	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:59,365,414,420,457	abbrev SM3cRGeneratedInteriorBlockLedgerStatus := Smoke.SM3cRGeneratedInteriorBlockLedgerStatus 	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2103	abbrev	SM3cRGeneratedInteriorBlockStructureProfile	SM3cRGeneratedInteriorBlockStructureProfile	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			abbrev SM3cRGeneratedInteriorBlockStructureProfile {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} (A : Smoke.GeneratedApproximantStrong Cell p) (P : Smoke.GeneratedBoundaryInteriorPartition Cell p A) (wp : WeightPolicy) (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) := Smoke.GeneratedInteriorBlockStructureProfile Cell p A P wp W 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2112	abbrev	SM3cRGeneratedInteriorBlockLedger	SM3cRGeneratedInteriorBlockLedger	consumed_internal_helper	keep_now_review_publicity	6	4	4	CNNA.PillarA.Arithmetic.Notation:2115,2154; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:362,419; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorEliminationCandidate:294; CNNA.PillarA.Arithmetic.Smoke.GeneratedResetSM3LedgerSM3iR:213	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorBlock:362,419; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorEliminationCandidate:294; CNNA.PillarA.Arithmetic.Smoke.GeneratedResetSM3LedgerSM3iR:213	abbrev SM3cRGeneratedInteriorBlockLedger (b : Nat) (β : Nat → Nat) (p : ConcretePolicyOf) (regularWeight variableWeight : WeightPolicy) := Smoke.SM3cRGeneratedInteriorBlockLedger b β p regularWeight variableWeight 	1.1.1.1.5.1.1	LEG43	KEEP_CONSUMED_OUT_OF_REMOVAL_SCOPE	none	consumer-evidence-present	Direct non-Notation consumer evidence exists; deletion is forbidden in the removal-cleanup branch.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2117	def	SM3cRGeneratedInteriorBlockEntry	SM3cRGeneratedInteriorBlockEntry	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			def SM3cRGeneratedInteriorBlockEntry {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) (i j : Smoke.GeneratedInteriorIndex A) : ℝ := Smoke.generatedInteriorBlock_entry W i j	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2127	def	SM3cRGeneratedInteriorBlock	SM3cRGeneratedInteriorBlock	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	4	1	0	CNNA.PillarA.Arithmetic.Notation:2165,2184,2200,2214		def SM3cRGeneratedInteriorBlock {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) : Matrix (Smoke.GeneratedInteriorIndex A) (Smoke.GeneratedInteriorIndex A) ℝ := Smoke.generatedInteriorBlock W	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2137	def	SM3cRRegularGeneratedInteriorBlock	SM3cRRegularGeneratedInteriorBlock	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			def SM3cRRegularGeneratedInteriorBlock (b : Nat) (p : ConcretePolicyOf) (wp : WeightPolicy) : Matrix (Smoke.GeneratedInteriorIndex (Smoke.regularGeneratedApproximantStrong b p)) (Smoke.GeneratedInteriorIndex (Smoke.regularGeneratedApproximantStrong b p)) ℝ := Smoke.regularGeneratedInteriorBlock b p wp 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2144	def	SM3cRVariableGeneratedInteriorBlock	SM3cRVariableGeneratedInteriorBlock	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			def SM3cRVariableGeneratedInteriorBlock (β : Nat → Nat) (p : ConcretePolicyOf) (wp : WeightPolicy) : Matrix (Smoke.GeneratedInteriorIndex (Smoke.variableGeneratedApproximantStrong β p)) (Smoke.GeneratedInteriorIndex (Smoke.variableGeneratedApproximantStrong β p)) ℝ := Smoke.variableGeneratedInteriorBlock β p wp 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2151	def	SM3cRGeneratedInteriorBlockLedgerMain	SM3cRGeneratedInteriorBlockLedgerMain	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	3	1	0	CNNA.PillarA.Arithmetic.Notation:2221,2228,2235		def SM3cRGeneratedInteriorBlockLedgerMain (b : Nat) (β : Nat → Nat) (p : ConcretePolicyOf) (regularWeight variableWeight : WeightPolicy) : SM3cRGeneratedInteriorBlockLedger b β p regularWeight variableWeight := Smoke.sm3cRGeneratedInteriorBlockLedger b β p regularWeight variableWeight 	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_CLOSED_CLUSTER_REMOVAL_CANDIDATE	candidate_delete_or_retire_only_with_dependent_Notation_cluster_in_LEG44	only-internal-Notation-consumers	No non-Notation consumer exists, but there are Notation-internal references. Remove only as a closed Notation.lean dependency cluster, never as an isolated line.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2157	theorem	SM3cRGeneratedInteriorBlock_from_dirichlet	SM3cRGeneratedInteriorBlock_from_dirichlet	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3cRGeneratedInteriorBlock_from_dirichlet {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) (i j : Smoke.GeneratedInteriorIndex A) : SM3cRGeneratedInteriorBlock W i j =	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2171	theorem	SM3cRGeneratedInteriorBlock_zero_of_not_adjacent	SM3cRGeneratedInteriorBlock_zero_of_not_adjacent	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3cRGeneratedInteriorBlock_zero_of_not_adjacent {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) {i j : Smoke.GeneratedInteriorIndex A} (hij : Smoke.GeneratedInteriorIndex.toApproximantIndex i ≠	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2187	theorem	SM3cRGeneratedInteriorBlock_offdiag_of_parent_child_or_coupling	SM3cRGeneratedInteriorBlock_offdiag_of_parent_child_or_coupling	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3cRGeneratedInteriorBlock_offdiag_of_parent_child_or_coupling {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) {i j : Smoke.GeneratedInteriorIndex A} (hij : Smoke.GeneratedInteriorIndex.toApproximantIndex i ≠	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
repo_snapshot/CNNA/PillarA/Arithmetic/Notation.lean	CNNA.PillarA.Arithmetic.Notation	2206	theorem	SM3cRGeneratedInteriorBlock_diag_degree_or_regularized_degree	SM3cRGeneratedInteriorBlock_diag_degree_or_regularized_degree	unconsumed_domain_alias_candidate	owner_review_keep_internal_or_remove	0	0	0			theorem SM3cRGeneratedInteriorBlock_diag_degree_or_regularized_degree {Cell : Nat → Type u} [SubstrateClass Cell] {p : ConcretePolicyOf} {A : Smoke.GeneratedApproximantStrong Cell p} {P : Smoke.GeneratedBoundaryInteriorPartition Cell p A} {wp : WeightPolicy} (W : Smoke.GeneratedWeightPolicyEntrySource Cell p A P wp) (i : Smoke.GeneratedInteriorIndex A) : SM3cRGeneratedInteriorBlock W i i =	1.1.1.1.5.1.1	LEG43	APPROVE_LEG44_STANDALONE_REMOVAL_CANDIDATE	candidate_delete_or_retire_standalone_in_LEG44	no-consumer-evidence-internal-or-external	Arithmetic/Notation phase-domain or legacy surface has no direct consumer evidence anywhere in the source snapshot; real owner object remains in the imported source module.
