node_number	id	documentation_tier	anchor_number	layer	role	path	symbol	declaration_kind	start_line	end_line	source_sha256	resolution
010	N001	D0	2	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s03_n001__initial_conductance_normalization_c_star_1.py	TestInitialConductanceNormalization	CLASS	14	29	fde5d880a23f305aed54815862fc8133bd7b209cc769a1d79048e9aa09a25327	RESOLVED
010	N001	D0	3	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S03_N001_InitialConductanceNormalizationCStar1.lean	InitialConductanceNormalization	INDUCTIVE	15	20	fec821addfc248edd0352e4977b46f92693b14bcac09de7080afe6a779c22c17	RESOLVED
010	N001	D0	4	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S03_N001_InitialConductanceNormalizationCStar1.lean	canonical	DEF	21	23	fec821addfc248edd0352e4977b46f92693b14bcac09de7080afe6a779c22c17	RESOLVED
010	N001	D0	5	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S03_N001_InitialConductanceNormalizationCStar1.lean	value	DEF	24	26	fec821addfc248edd0352e4977b46f92693b14bcac09de7080afe6a779c22c17	RESOLVED
010	N001	D0	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S03_N001_InitialConductanceNormalizationCStar1.lean	directedValues	DEF	27	30	fec821addfc248edd0352e4977b46f92693b14bcac09de7080afe6a779c22c17	RESOLVED
010	N001	D0	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S03_N001_InitialConductanceNormalizationCStar1.lean	directedValues_eq_unit_pair	THEOREM	31	37	fec821addfc248edd0352e4977b46f92693b14bcac09de7080afe6a779c22c17	RESOLVED
011	C013	D1	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s04_c013__first_non_root_provenance_birth_v1.py	FirstNonRootBirth	CLASS	23	43	02d01363b5e7746aff7358f21d65aa44c8128795f9f6e4be0ac0d4315249251f	RESOLVED
011	C013	D1	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s04_c013__first_non_root_provenance_birth_v1.py	build_first_non_root_birth	FUNCTION	46	63	02d01363b5e7746aff7358f21d65aa44c8128795f9f6e4be0ac0d4315249251f	RESOLVED
011	C013	D1	3	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s04_c013__first_non_root_provenance_birth_v1.py	slot_at_depth	FUNCTION	17	19	1a22046c8bae87bc8424c4ccc0f5d2ac2cd975e658788a2e7330ec043ded4b84	RESOLVED
011	C013	D1	4	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s04_c013__first_non_root_provenance_birth_v1.py	TestFirstNonRootBirth	CLASS	22	33	1a22046c8bae87bc8424c4ccc0f5d2ac2cd975e658788a2e7330ec043ded4b84	RESOLVED
011	C013	D1	5	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	FirstNonRootBirth	STRUCTURE	22	29	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	build	DEF	30	39	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	rootAddress	DEF	40	43	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	8	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	newbornAddress	DEF	44	47	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	9	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	directedRelations	DEF	48	53	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	10	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	directedConductances	DEF	54	57	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	11	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	newborn_eq_first_slot	THEOREM	58	62	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	12	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	newborn_parent_root	THEOREM	63	69	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
011	C013	D1	13	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S04_C013_FirstNonRootProvenanceBirthV1.lean	directedConductances_eq_unit_pair	THEOREM	70	77	327bb483c673c175bba16bd30964f4b869a3a4d8f41d696d7f8a02fa06c9f78a	RESOLVED
012	T001	D2	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s05_t001__seed_neutrality_theorem_for_first_birth.py	first_weighted_state_from_seed	FUNCTION	15	21	0fd2df73db6f59d70b83d22c58fa8089b418061e7ecfe4c8d4f1c167cd3beed4	RESOLVED
012	T001	D2	2	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s05_t001__seed_neutrality_theorem_for_first_birth.py	TestSeedNeutralityFirstBirth	CLASS	16	27	24a74c3e5fc36b2d4cae7e8d1c517598e6d78556c9ed0e5645512254f82863da	RESOLVED
012	T001	D2	3	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S05_T001_SeedNeutralityTheoremForFirstBirth.lean	firstWeightedStateFromSeed	DEF	15	26	e2da5d1e066d13c176bc9e05a0c3c892ee60c8169c7ddb3d050428f4e675b705	RESOLVED
012	T001	D2	4	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S05_T001_SeedNeutralityTheoremForFirstBirth.lean	seedNeutralityFirstBirth	THEOREM	27	41	e2da5d1e066d13c176bc9e05a0c3c892ee60c8169c7ddb3d050428f4e675b705	RESOLVED
013	M005	D2	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s06_m005__conductance_unit_normalization_independence.py	normalized_response	FUNCTION	19	24	ba2e0d83204355d034d00d155442d024a8d700a91eebe92a6d55d8761bea73ba	RESOLVED
013	M005	D2	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s06_m005__conductance_unit_normalization_independence.py	n001_normalized_response	FUNCTION	27	32	ba2e0d83204355d034d00d155442d024a8d700a91eebe92a6d55d8761bea73ba	RESOLVED
013	M005	D2	3	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s06_m005__conductance_unit_normalization_independence.py	common_positive_rescaling_preserves_normalized_response	FUNCTION	35	46	ba2e0d83204355d034d00d155442d024a8d700a91eebe92a6d55d8761bea73ba	RESOLVED
013	M005	D2	4	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s06_m005__conductance_unit_normalization_independence.py	TestConductanceUnitNormalizationIndependence	CLASS	14	25	b0da8ba116abef2a971d43861c476f0fa31d7e84bf7eaac238adf6202cc8d0aa	RESOLVED
013	M005	D2	5	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S06_M005_ConductanceUnitNormalizationIndependence.lean	SameNormalizedResponse	DEF	19	23	fbb6b498f04c04acf21ab84c55f1ac32093bac845a08a6daae69d20f5820e221	RESOLVED
013	M005	D2	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S06_M005_ConductanceUnitNormalizationIndependence.lean	n001ConductanceUnit	DEF	24	27	fbb6b498f04c04acf21ab84c55f1ac32093bac845a08a6daae69d20f5820e221	RESOLVED
013	M005	D2	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S06_M005_ConductanceUnitNormalizationIndependence.lean	n001ConductanceUnit_eq_one	THEOREM	28	38	fbb6b498f04c04acf21ab84c55f1ac32093bac845a08a6daae69d20f5820e221	RESOLVED
013	M005	D2	8	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S06_M005_ConductanceUnitNormalizationIndependence.lean	commonPositiveRescalingPreservesNormalizedResponse	THEOREM	39	55	fbb6b498f04c04acf21ab84c55f1ac32093bac845a08a6daae69d20f5820e221	RESOLVED
013	M005	D2	9	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S06_M005_ConductanceUnitNormalizationIndependence.lean	n001CanonicalRepresentativeForPositiveUnit	THEOREM	56	73	fbb6b498f04c04acf21ab84c55f1ac32093bac845a08a6daae69d20f5820e221	RESOLVED
014	C014	D1	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s07_c014__bootstrap_state_x1_r_v1_c_r_v1_1.py	BootstrapState	CLASS	23	46	3b2115e677362fae2c1205e74b37f020a93f2a069e31a560484d899dd38d6f28	RESOLVED
014	C014	D1	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/s07_c014__bootstrap_state_x1_r_v1_c_r_v1_1.py	build_bootstrap_state	FUNCTION	49	51	3b2115e677362fae2c1205e74b37f020a93f2a069e31a560484d899dd38d6f28	RESOLVED
014	C014	D1	3	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s02_bootstrap_of_the_first_relation/test_s07_c014__bootstrap_state_x1_r_v1_c_r_v1_1.py	TestBootstrapState	CLASS	18	30	efa56d83c92ded843c844b52f9271816a58bf9f333a8942c109d1103334b8355	RESOLVED
014	C014	D1	4	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	BootstrapState	STRUCTURE	23	28	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	5	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	build	DEF	29	32	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	rootAddress	DEF	33	36	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	newbornAddress	DEF	37	40	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	8	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	directedConductances_eq_unit_pair	THEOREM	41	45	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	9	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	fromSeed_seedNeutral	THEOREM	46	55	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	10	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	directedConductancesRat	DEF	56	60	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	11	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	directedConductancesRat_eq_n001_pair	THEOREM	61	74	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
014	C014	D1	12	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S02_BootstrapOfTheFirstRelation/S07_C014_BootstrapStateX1RV1CRV11.lean	conductanceUnit_isRepresentativeOnly	THEOREM	75	99	6894fdaf9854f4d7251d828bf756a54aa2730d94fe84f733acb9d829c57e65f5	RESOLVED
015	C005	D1	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s01_c005__response_capable_state_schema_xn_n_ge_1.py	DirectedConductance	CLASS	24	37	96b9867f44f4a5021cd017033e796f41e0fcc9195c09505796129bdbd469f240	RESOLVED
015	C005	D1	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s01_c005__response_capable_state_schema_xn_n_ge_1.py	ResponseCapableState	CLASS	41	104	96b9867f44f4a5021cd017033e796f41e0fcc9195c09505796129bdbd469f240	RESOLVED
015	C005	D1	3	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s01_c005__response_capable_state_schema_xn_n_ge_1.py	response_capable_state_from_bootstrap	FUNCTION	107	124	96b9867f44f4a5021cd017033e796f41e0fcc9195c09505796129bdbd469f240	RESOLVED
015	C005	D1	4	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s01_c005__response_capable_state_schema_xn_n_ge_1.py	_x1	FUNCTION	19	25	76c931c265f48c2abaac94e149d867f8c7c6871798465855b52a3baf9e070579	RESOLVED
015	C005	D1	5	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s01_c005__response_capable_state_schema_xn_n_ge_1.py	TestResponseCapableStateSchema	CLASS	28	59	76c931c265f48c2abaac94e149d867f8c7c6871798465855b52a3baf9e070579	RESOLVED
015	C005	D1	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	DirectedConductance	STRUCTURE	26	33	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	NodeBorn	DEF	34	39	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	8	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	HasConductance	DEF	40	45	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	9	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	DistinctConductancePair	DEF	46	50	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	10	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	ResponseCapableState	STRUCTURE	51	81	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	11	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	n	DEF	82	85	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	12	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	one_le_n	THEOREM	86	95	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	13	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	rootAddress	DEF	96	99	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	14	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	rootBorn	THEOREM	100	104	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	15	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrap_root_ne_newborn	THEOREM	105	116	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	16	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrapForwardConductance	DEF	117	127	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	17	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrapBackwardConductance	DEF	128	138	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	18	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	base_case_transports_c014_forward_value	THEOREM	139	144	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	19	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	base_case_transports_c014_backward_value	THEOREM	145	150	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	20	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrap_bornOrdered	THEOREM	151	158	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	21	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrap_bornInitial	THEOREM	159	178	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	22	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	bootstrap_conductancePairsUnique	THEOREM	179	194	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	23	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	fromBootstrap	DEF	195	245	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
015	C005	D1	24	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S01_C005_ResponseCapableStateSchemaXnNGe1.lean	fromBootstrap_n	THEOREM	246	251	732f5cf1227d57955c144b99043f0c58bb6535ae3a3d2bf3ac584385df0cb6cc	RESOLVED
016	C004	D1	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s02_c004__next_open_provenance_slot_snplus1_n_ge_1.py	is_next_open_provenance_slot	FUNCTION	24	51	d939caa5a08845e0ee8faa737e79efebdec29031de08d5d52b51f77c3aab0535	RESOLVED
016	C004	D1	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s02_c004__next_open_provenance_slot_snplus1_n_ge_1.py	next_open_provenance_slot	FUNCTION	54	91	d939caa5a08845e0ee8faa737e79efebdec29031de08d5d52b51f77c3aab0535	RESOLVED
016	C004	D1	3	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s02_c004__next_open_provenance_slot_snplus1_n_ge_1.py	_state	FUNCTION	16	31	e03128bfa022ebd4939c778fee4cc19eda4711544922d965ae227457392b725f	RESOLVED
016	C004	D1	4	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s02_c004__next_open_provenance_slot_snplus1_n_ge_1.py	TestNextOpenProvenanceSlot	CLASS	34	107	e03128bfa022ebd4939c778fee4cc19eda4711544922d965ae227457392b725f	RESOLVED
016	C004	D1	5	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S02_C004_NextOpenProvenanceSlotSnplus1NGe1.lean	addressesAtDepth	DEF	39	47	e729d8ac3ebcf263049f660b8ea33bd9087d60fd1796d076a7c55659e922281a	RESOLVED
016	C004	D1	6	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S02_C004_NextOpenProvenanceSlotSnplus1NGe1.lean	mem_addressesAtDepth_of_length_eq	THEOREM	48	63	e729d8ac3ebcf263049f660b8ea33bd9087d60fd1796d076a7c55659e922281a	RESOLVED
016	C004	D1	7	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S02_C004_NextOpenProvenanceSlotSnplus1NGe1.lean	addressesUpTo	DEF	64	69	e729d8ac3ebcf263049f660b8ea33bd9087d60fd1796d076a7c55659e922281a	RESOLVED
016	C004	D1	8	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S02_C004_NextOpenProvenanceSlotSnplus1NGe1.lean	mem_addressesUpTo_of_length_le	THEOREM	70	88	e729d8ac3ebcf263049f660b8ea33bd9087d60fd1796d076a7c55659e922281a	RESOLVED
