context_score	matched_terms	Generated export	Object ID	Object	Phase	Object status	Proof documentation status	Proof dossier	Consumption class	Classification evidence	Public promotion gate	Module	Path	Line	Declaration	Basename	Module class	Reference consumer count	Reference consumer sample	Group	Imported-by count	Class	Meaning	Evidence rule	Public/API disposition	Blocked promotion rule
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	90	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface	QuadraticOrderCDCompatibilitySurface	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	153	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.fromImaginaryQuadratic	fromImaginaryQuadratic	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	197	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.gaussian	gaussian	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	243	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.eisenstein	eisenstein	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	305	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.no_order_cd_equality	no_order_cd_equality	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	312	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.period_lattice_preparation_only	period_lattice_preparation_only	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	319	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.no_downstream_shortcut	no_downstream_shortcut	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	326	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.cd_no_identification	cd_no_identification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	333	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.gaussian_classification	gaussian_classification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	339	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.eisenstein_classification	eisenstein_classification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	345	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.gaussian_discriminant_is_negative_four	gaussian_discriminant_is_negative_four	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	350	CNNA.PillarA.Arithmetic.Convergence.QuadraticOrderCDCompatibilitySurface.eisenstein_discriminant_is_negative_three	eisenstein_discriminant_is_negative_three	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	357	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction	NonQuadraticCDComplexObstruction	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	395	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.fromBlock	fromBlock	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	424	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.fromAR11Certificate	fromAR11Certificate	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	443	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.classification_obstruction	classification_obstruction	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	449	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.forwarding_blocked	forwarding_blocked	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	454	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.period_lattice_blocked	period_lattice_blocked	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	459	CNNA.PillarA.Arithmetic.Convergence.NonQuadraticCDComplexObstruction.no_downstream_shortcut	no_downstream_shortcut	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	467	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CDArithmeticCompatibility	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	498	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.fromQuadraticSurface	fromQuadraticSurface	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	517	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.fromNonQuadraticObstruction	fromNonQuadraticObstruction	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	537	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.gaussian	gaussian	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	542	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.eisenstein	eisenstein	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	547	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.nonQuadratic	nonQuadratic	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	553	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.no_order_cd_equality	no_order_cd_equality	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	559	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.no_downstream_shortcut	no_downstream_shortcut	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	565	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.derived_only	derived_only	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	570	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.gaussian_classification	gaussian_classification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	576	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.eisenstein_classification	eisenstein_classification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	582	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.nonQuadratic_classification	nonQuadratic_classification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	595	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aDiscriminantAlgebraClassification	AR12aDiscriminantAlgebraClassification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	597	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aQuadraticOrderCDEqualityStatus	AR12aQuadraticOrderCDEqualityStatus	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	599	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aPeriodLatticePreparationStatus	AR12aPeriodLatticePreparationStatus	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	601	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aDownstreamDisciplineStatus	AR12aDownstreamDisciplineStatus	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	603	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aImaginaryQuadraticDiscriminantWitness	AR12aImaginaryQuadraticDiscriminantWitness	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	605	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aQuadraticOrderCDCompatibilitySurface	AR12aQuadraticOrderCDCompatibilitySurface	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	614	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aNonQuadraticCDComplexObstruction	AR12aNonQuadraticCDComplexObstruction	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	622	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCDArithmeticCompatibility	AR12aCDArithmeticCompatibility	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	631	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aGaussianCompatibilityFromBridge	AR12aGaussianCompatibilityFromBridge	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	640	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aEisensteinCompatibilityFromBridge	AR12aEisensteinCompatibilityFromBridge	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							dead-candidate	declaration name marks a blocked/negative/obstruction route	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	649	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aNonQuadraticObstructionFromBridge	AR12aNonQuadraticObstructionFromBridge	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	659	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCompatibility_no_downstream_shortcut	AR12aCompatibility_no_downstream_shortcut	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	669	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCompatibility_no_cd_identification	AR12aCompatibility_no_cd_identification	core-computational	9	CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1247	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCDArithmeticCompatibility	AR12aCDArithmeticCompatibility	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1255	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aQuadraticOrderCDCompatibilitySurface	AR12aQuadraticOrderCDCompatibilitySurface	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1273	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aGaussianCompatibilityFromBridge	AR12aGaussianCompatibilityFromBridge	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1282	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aEisensteinCompatibilityFromBridge	AR12aEisensteinCompatibilityFromBridge	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1301	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCompatibility_no_downstream_shortcut	AR12aCompatibility_no_downstream_shortcut	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1311	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCompatibility_no_cd_identification	AR12aCompatibility_no_cd_identification	legacy-policy	0								
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	12	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm	BinaryQuadraticNormForm	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	20	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eval	eval	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	23	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.discriminant	discriminant	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	26	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian	gaussian	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	31	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein	eisenstein	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
